,ID,HIP,TYC,UCAC,2MASS,SDSS,Objtype,Kepflag,StpropFlag,RA,DEC,pmRA,e_pmRA,pmDEC,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Kp,Teff,e_Teff,logg,e_logg,[Fe/H],e_[Fe/H],Rad,e_Rad,Mass,e_Mass,rho,e_rho,Lum,e_Lum,d,e_d,E(B-V),NOMAD,Mflg,prox,umag0,Jmag0,Kmag0,rmag0,gmag0,Hmag0
296311,228979712,,,,12405478-0151198,6121-301-6-0150-0156,STAR,gri,,190.228272,-1.8555139999999999,-2.0,3.0,-9.0,3.0,,,,,,,21.246,0.122,18.757,0.009000000000000001,17.406,0.006,16.509,0.005,16.026,0.006999999999999999,14.807,0.036000000000000004,14.065999999999999,0.032,13.876,0.051,,,,,,,,,17.183,,,,,,,,,,,,,,,,,0.01186,,AAA-222-111-000-0-0,43.9,21.19572546,14.79842522,13.872323399999999,17.3788999,18.71782642,14.0605444
296811,228980212,,,,12222748-0150472,1140-301-5-0218-0166,STAR,gri,,185.61453999999998,-1.846457,-6.0,4.0,0.0,4.0,,,,,,,21.858,0.142,19.357,0.011000000000000001,17.982,0.006999999999999999,16.896,0.005,16.299,0.008,14.993,0.036000000000000004,14.28,0.04,13.975,0.055,,,,,,,,,17.634,,,,,,,,,,,,,,,,,0.0168,,AAA-222-111-000-0-0,39.5,21.7867848,14.9808536,13.969792,17.943611999999998,19.3015096,14.272272
302032,228985433,,,442-055387,12491098-0145096,6121-301-1-0151-0166,STAR,gri,,192.29576200000002,-1.7527130000000002,-3.4,3.0,-1.6,2.9,,,17.143,0.02,15.709000000000001,0.12,,,16.491,0.07,15.203,0.08,14.696,0.084,,,13.142999999999999,0.026000000000000002,12.375,0.026000000000000002,12.245999999999999,0.027000000000000003,,,,,,,,,15.235,,,,,,,,,,,,,,,,,0.01104,,AAA-222-111-000-0-0,30.1,,13.135018079999998,12.242577599999999,15.1777736,16.45453488,12.3699216
304597,228987998,,,,12474462-0142231,6121-301-2-0151-0296,STAR,gri,,191.93595,-1.7064290000000002,2.0,3.0,-7.0,3.0,,,,,,,21.97,0.19,19.298,0.012,17.923,0.006999999999999999,16.783,0.006,16.158,0.008,14.892999999999999,0.036000000000000004,14.175,0.039,13.902000000000001,0.045,,,,,,,,,17.538,,,,,,,,,,,,,,,,,0.01493,,AAA-222-111-c00-0-0,27.6,21.906711729999998,14.88220561,13.8973717,17.888884949999998,19.24868621,14.1681322
322852,229006253,,,,12545393-0122474,,STAR,JHK,,193.72470900000002,-1.379858,,,,,,,,,,,,,,,,,,,,,14.890999999999998,0.035,14.09,0.025,13.837,0.054000000000000006,,,,,,,,,17.385,,,,,,,,,,,,,,,,,0.01138,0886-0224257,AAA-222-111-000-0-0,38.2,,14.882772259999998,13.8334722,,,14.0847652
324538,229007939,,,444-055454,12581783-0120587,1140-301-6-0278-0170,STAR,JHK,,194.57435800000002,-1.349626,8.0,5.4,-1.4,5.3,,,,,,,,,,,,,,,,,13.802,0.033,12.982000000000001,0.023,12.762,0.031,,,,,,,,,16.258,,,,,,,,,,,,,,,,,0.01441,,AAA-222-111-000-0-0,28.1,,13.79158157,12.757532900000001,,,12.9753714
324559,229007960,,,444-055457,12582077-0120572,,STAR,JHK,,194.58658400000002,-1.349229,5.6,5.9,-9.3,6.4,,,,,,,,,,,,,,,,,13.032,0.027000000000000003,12.187000000000001,0.025,12.014000000000001,0.024,,,,,,,,,15.43,,,,,,,,,,,,,,,,,0.01441,0886-0224839,AAA-222-111-c00-0-0,9.2,,13.02158157,12.009532900000002,,,12.1803714
341254,229024655,,,,12413772-0100182,6121-301-6-0155-0157,STAR,gri,,190.40720100000001,-1.0050700000000001,-9.0,3.0,0.0,3.0,,,,,,,20.805999999999997,0.085,18.137,0.006999999999999999,16.733,0.005,15.959000000000001,0.005,15.564,0.006,14.46,0.036000000000000004,13.715,0.032,13.459000000000001,0.045,,,,,,,,,16.612000000000002,,,,,,,,,,,,,,,,,0.01572,,AAA-222-111-000-0-0,53.5,20.739362919999998,14.448634440000001,13.454126800000001,16.6970798,18.08507684,13.7077688
341285,229024686,,,445-055694,12562161-0100162,756-301-1-0523-0244,STAR,JHK,,194.09001999999998,-1.004441,-5.0,3.6,3.8,6.0,,,,,,,,,,,,,,,,,14.439,0.028999999999999998,13.639000000000001,0.036000000000000004,13.606,0.045,,,,,,,,,16.608,,,,,,,,,,,,,,,,,0.01357,,AAA-222-111-000-0-0,46.6,,14.42918889,13.6017933,,,13.6327578
342913,229026314,,,446-054906,12251378-0057566,,STAR,JHK,,186.307504,-0.9658549999999999,6.9,7.7,-1.7,7.4,,,,,,,,,,,,,,,,,14.283,0.031,13.47,0.028999999999999998,13.349,0.033,,,,,,,,,16.477,,,,,,,,,,,,,,,,,0.01461,,AAA-222-111-000-0-0,65.6,,14.27243697,13.344470900000001,,,13.463279400000001
344032,229027433,,,446-054257,11574860-0056219,,STAR,gri,,179.452482,-0.939435,-4.5,5.9,4.2,5.7,,,18.19,0.42,16.942999999999998,0.1,,,17.656,0.11,16.433,0.1,16.123,0.17,,,14.655999999999999,0.038,13.902999999999999,0.04,13.774000000000001,0.046,,,,,,,,,16.583,,,,,,,,,,,,,,,,,0.01166,,AAA-222-111-000-0-0,56.2,,14.64756982,13.7703854,16.4063569,17.61748702,13.897636399999998
352164,229035565,,,,12554457-0045303,752-301-2-0336-0227,STAR,gri,,193.935714,-0.758417,-6.0,3.0,8.0,3.0,,,,,,,20.678,0.057,18.063,0.006,16.69,0.004,16.086,0.004,15.755999999999998,0.006,14.815999999999999,0.055999999999999994,13.945,0.043,13.765,0.063,,,,,,,,,16.679000000000002,,,,,,,,,,,,,,,,,0.01905,,AAA-222-111-000-0-0,56.8,20.59724705,14.802226849999998,13.7590945,16.646470750000002,18.00007785,13.936237
353057,229036458,,,,12392359-0044224,752-301-2-0309-0153,STAR,gri,,189.84831499999999,-0.739574,-3.0,3.0,2.0,3.0,,,,,,,20.395,0.051,17.680999999999997,0.005,16.423,0.004,15.966,0.004,15.707,0.006,14.761,0.04,13.892000000000001,0.043,13.77,0.051,,,,,,,,,16.48,,,,,,,,,,,,,,,,,0.01107,,AAA-222-111-000-0-0,4.3,20.348074269999998,14.75299639,13.7665683,16.39770505,17.644435789999996,13.886907800000001
356327,229039728,,,447-053295,12124295-0039573,752-301-2-0265-0050,STAR,gri,,183.178966,-0.665924,-8.5,3.3,0.3,3.1,,,17.377,0.11199999999999999,16.382,0.076,,,16.989,0.07,15.710999999999999,0.068,15.284,0.03,,,13.784,0.026000000000000002,13.020999999999999,0.023,12.864,0.028999999999999998,,,,,,,,,15.795,,,,,,,,,,,,,,,,,0.01253,,AAA-222-111-000-0-0,96.8,,13.77494081,12.860115700000001,15.682368949999999,16.947613410000002,13.015236199999999
359797,229043198,,,,12480334-0035100,,STAR,JHK,,192.01392099999998,-0.586113,,,,,,,,,,,,,,,,,,,,,14.945,0.040999999999999995,14.186,0.039,13.953,0.055999999999999994,,,,,,,,,17.277,,,,,,,,,,,,,,,,,0.00928,0894-0222486,AAA-222-111-000-0-0,13.2,,14.93829056,13.9501232,,,14.1817312
365713,229049114,,,,12485860-0027027,756-301-2-0510-0213,STAR,gri,,192.24418,-0.450763,7.0,3.0,3.0,3.0,,,,,,,20.798000000000002,0.061,17.964000000000002,0.006,16.579,0.004,15.8,0.004,15.385,0.005,14.214,0.032,13.453,0.03,13.144,0.037000000000000005,,,,,,,,,16.449,,,,,,,,,,,,,,,,,0.02413,,AAA-222-111-000-0-0,45.1,20.695712930000003,14.19655401,13.136519700000001,16.52386295,17.884298610000002,13.4419002
365935,229049336,,,,12074655-0026435,,STAR,JHK,,181.943959,-0.44543900000000003,8.0,5.0,8.0,1.0,,,,,,,,,,,,,,,,,14.963,0.03,14.247,0.04,13.970999999999998,0.05,,,,,,,,,17.506,,,,,,,,,,,,,,,,,0.01797,0895-0214839,AAA-222-111-000-0-0,51.3,,14.95000769,13.965429299999998,,,14.2387338
367004,229050405,,,,12583274-0025165,756-301-2-0526-0145,STAR,gri,,194.63642,-0.42126199999999997,8.0,5.0,-1.0,5.0,,,,,,,22.674,0.34299999999999997,20.054000000000002,0.018000000000000002,18.651,0.009000000000000001,17.168,0.005,16.362000000000002,0.008,14.956,0.039,14.232000000000001,0.039,13.982999999999999,0.063,,,,,,,,,18.034000000000002,,,,,,,,,,,,,,,,,0.00849,,AAA-222-111-000-0-0,58.5,22.63801089,14.94986173,13.980368099999998,18.63160035,20.025957530000003,14.2280946
369290,229052691,,,,12465237-0022171,,STAR,JHK,,191.718213,-0.371433,,,,,,,,,,,,,,,,,,,,,14.835999999999999,0.034,14.074000000000002,0.037000000000000005,13.925,0.054000000000000006,,,,,,,,,16.979,,,,,,,,,,,,,,,,,0.01389,0896-0223962,AAA-222-111-000-0-0,56.3,,14.825957529999998,13.9206941,,,14.067610600000002
369695,229053096,,,,12271965-0021488,,STAR,JHK,,186.831907,-0.363571,,,,,,,,,,,,,,,,,,,,,14.642999999999999,0.035,13.884,0.022000000000000002,13.609000000000002,0.039,,,,,,,,,17.083,,,,,,,,,,,,,,,,,0.01701,0896-0220392,AAA-222-111-000-0-0,35.7,,14.630701769999998,13.603726900000002,,,13.876175400000001
371145,229054546,,,,12573443-0019549,752-301-3-0340-0099,STAR,gri,,194.393467,-0.331929,-5.0,4.0,4.0,4.0,,,,,,,22.072,0.14800000000000002,19.519000000000002,0.012,18.104,0.006999999999999999,16.857,0.005,16.19,0.006999999999999999,14.879000000000001,0.047,14.164000000000001,0.048,13.860999999999999,0.055999999999999994,,,,,,,,,17.656,,,,,,,,,,,,,,,,,0.01617,,AAA-222-111-000-0-0,38.7,22.003455369999998,14.867309090000001,13.855987299999999,18.06705155,19.46559049,14.156561800000002
372201,229055602,,,449-052297,11594772-0018383,6793-301-3-0129-0206,STAR,gri,,179.949145,-0.310662,-6.3,18.5,-0.6,18.4,,,18.373,0.34,17.192999999999998,0.21,,,17.845,0.15,16.521,0.05,15.255999999999998,0.14,,,13.449000000000002,0.026000000000000002,12.719000000000001,0.022000000000000002,12.463,0.023,,,,,,,,,16.032,,,,,,,,,,,,,,,,,0.02171,,AAA-222-111-000-0-0,24.8,,13.43330367,12.456269899999999,16.471392650000002,17.773291869999998,12.709013400000002
374569,229057970,,,,12463947-0015344,6121-301-3-0161-0008,STAR,gri,,191.664476,-0.25957199999999997,1.0,3.0,6.0,3.0,,,,,,,20.741,0.069,18.023,0.006,16.609,0.005,15.968,0.005,15.618,0.006999999999999999,14.575,0.033,13.785,0.035,13.571,0.043,,,,,,,,,16.585,,,,,,,,,,,,,,,,,0.01389,,AAA-222-111-000-0-0,26.3,20.68212029,14.56495753,13.5666941,16.57726135,17.97712133,13.7786106
376507,229059908,,,449-052460,12055216-0012565,6793-301-3-0139-0207,STAR,JHK,,181.467352,-0.215705,1.6,6.4,-0.1,6.0,,,,,,,,,,,,,,,,,14.482000000000001,0.033,13.71,0.033,13.585999999999999,0.045,,,,,,,,,16.592,,,,,,,,,,,,,,,,,0.01452,,AAA-222-111-000-0-0,90.7,,14.47150204,13.581498799999999,,,13.7033208
379136,229062537,,,,12313801-0009079,,STAR,J,,187.908407,-0.152221,,,,,,,,,,,,,,,,,,,,,14.67,0.064,13.939,0.068,13.647,0.077,,,,,,,,,16.064,,,,,,,,,,,,,,,,,0.01627,0898-0220652,AAA-222-111-000-0-0,62.2,,14.65823679,13.6419563,,,13.9315158
384568,229067969,,,450-052605,12172240-0001145,,STAR,gri,,184.34338400000001,-0.020694999999999998,-4.2,3.0,-7.2,3.3,,,17.208,0.06,15.705,0.24,,,16.445,0.09,15.159,0.07,14.837,0.08800000000000001,,,13.095,0.03,12.312000000000001,0.026000000000000002,12.167,0.027000000000000003,,,,,,,,,15.319,,,,,,,,,,,,,,,,,0.03066,,AAA-222-111-000-0-0,43.4,,13.07283282,12.1574954,15.0889419,16.34373002,12.2978964
387310,229070711,,,451-053615,12392848+0002445,752-301-4-0309-0174,STAR,JHK,,189.868717,0.045794,8.0,6.4,-1.6,6.2,,,,,,,,,,,,,,,,,14.64,0.035,13.862,0.036000000000000004,13.761,0.05,,,,,,,,,16.714000000000002,,,,,,,,,,,,,,,,,0.01483,,AAA-222-111-000-0-0,55.4,,14.62927791,13.756402699999999,,,13.8551782
388263,229071664,,,,12091860+0004036,6793-301-4-0145-0118,STAR,gri,,182.32753,0.067674,6.0,3.0,-1.0,3.0,,,,,,,20.805,0.079,18.131,0.006999999999999999,16.698,0.005,15.807,0.005,15.305,0.006,14.185,0.028999999999999998,13.407,0.027000000000000003,13.177999999999999,0.034,,,,,,,,,16.504,,,,,,,,,,,,,,,,,0.02472,,AAA-222-111-000-0-0,129.0,20.70021192,14.16712744,13.1703368,16.6415148,18.04934984,13.3956288
389640,229073041,,,451-053067,12160637+0005551,752-301-4-0270-0066,STAR,JHK,,184.02649399999999,0.09865,8.9,4.0,-8.1,4.0,,,,,,,,,,,,,,,,,13.633,0.027000000000000003,12.842,0.023,12.654000000000002,0.024,,,,,,,,,15.933,,,,,,,,,,,,,,,,,0.01405,,AAA-222-111-000-0-0,18.4,,13.622841849999999,12.6496445,,,12.835537
390986,229074387,,,451-053660,12411325+0007496,6121-301-6-0163-0120,STAR,gri,,190.305266,0.130378,3.2,3.9,-5.5,4.0,,,18.293,0.22,16.322,0.07400000000000001,,,17.302,0.12,15.847999999999999,0.06,15.145,0.1,,,13.585999999999999,0.026000000000000002,12.775,0.022000000000000002,12.6,0.024,,,,,,,,,15.792,,,,,,,,,,,,,,,,,0.01808,,AAA-222-111-000-0-0,57.1,,13.572928159999998,12.5943952,15.806687199999999,17.24228176,12.766683200000001
396749,229080150,,,,12270344+0016251,,STAR,J,,186.76434,0.273642,,,,,,,,,,,,,,,,,,,,,15.033,0.053,14.308,0.053,14.005,0.064,,,,,,,,,16.456,,,,,,,,,,,,,,,,,0.01976,0902-0214994,AAA-222-111-000-0-0,20.0,,15.018713519999999,13.9988744,,,14.2989104
397055,229080456,,,,12083834+0016583,,STAR,JHK,,182.159772,0.28287399999999996,-2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,14.808,0.04,14.044,0.044000000000000004,13.936,0.057,,,,,,,,,16.868,,,,,,,,,,,,,,,,,0.01846,0902-0212022,AAA-222-111-000-0-0,33.1,,14.79465342,13.9302774,,,14.035508400000001
399102,229082503,,,,12574457+0020110,,STAR,JHK,,194.435738,0.336414,,,,,,,,,,,,,,,,,,,,,14.519,0.036000000000000004,13.738,0.034,13.57,0.045,,,,,,,,,16.747,,,,,,,,,,,,,,,,,0.01584,0903-0220867,AAA-222-111-000-0-0,53.3,,14.50754768,13.5650896,,,13.7307136
400306,229083707,,,452-051358,12232433+0022005,,STAR,JHK,,185.851498,0.366902,6.1,4.8,-4.5,4.6,,,,,,,,,,,,,,,,,14.187999999999999,0.033,13.447000000000001,0.027999999999999997,13.269,0.044000000000000004,,,,,,,,,16.617,,,,,,,,,,,,,,,,,0.01736,,AAA-222-111-000-0-0,50.0,,14.175448719999999,13.2636184,,,13.439014400000001
405274,229088675,,,,12364089+0029159,752-301-5-0305-0084,STAR,gri,,189.170377,0.487754,1.0,3.0,2.0,3.0,,,,,,,21.7,0.127,19.085,0.01,17.706,0.006,16.533,0.005,15.892999999999999,0.006,14.597000000000001,0.035,13.869000000000002,0.038,13.642000000000001,0.047,,,,,,,,,17.299,,,,,,,,,,,,,,,,,0.00875,,AAA-222-111-000-0-0,96.2,21.66290875,14.59067375,13.639287500000002,17.68600625,19.05609875,13.864975000000001
407223,229090624,,,,12082230+0032052,6793-301-5-0143-0195,STAR,gri,,182.09293,0.534804,-5.0,3.0,1.0,3.0,,,,,,,20.660999999999998,0.065,18.025,0.006,16.825,0.005,16.281,0.004,15.98,0.006999999999999999,14.883,0.035,14.08,0.036000000000000004,13.864,0.06,,,,,,,,,16.804000000000002,,,,,,,,,,,,,,,,,0.01846,,AAA-222-111-000-0-0,20.1,20.582748059999997,14.869653419999999,13.8582774,16.7828189,17.96402662,14.0715084
411850,229095251,,,454-051637,12390847+0039039,756-301-5-0494-0038,STAR,gri,,189.785303,0.651068,-1.0,2.8,-0.8,3.0,,,17.131,0.02,15.625,0.02,,,16.319000000000003,0.04,15.203,0.03,14.755,0.04,,,13.350999999999999,0.026000000000000002,12.582,0.028999999999999998,12.494000000000002,0.026000000000000002,,,,,,,,,15.224,,,,,,,,,,,,,,,,,0.01373,,AAA-222-111-000-0-0,63.1,,13.34107321,12.489743700000002,15.17162695,16.273649810000002,12.575684200000001
413298,229096699,,,,12480705+0041229,,STAR,JHK,,192.029398,0.68972,,,,,,,,,,,,,,,,,,,,,14.700999999999999,0.040999999999999995,13.959000000000001,0.033,13.752,0.055999999999999994,,,,,,,,,17.195,,,,,,,,,,,,,,,,,0.01008,0906-0218470,AAA-222-111-000-0-0,21.1,,14.693712159999999,13.7488752,,,13.954363200000001
416094,229099495,,,,12382617+0045495,756-301-5-0493-0122,STAR,gri,,189.609046,0.7637550000000001,3.0,3.0,-6.0,3.0,,,,,,,21.686999999999998,0.11699999999999999,18.977999999999998,0.009000000000000001,17.609,0.005,16.570999999999998,0.004,16.011,0.006,14.757,0.033,14.015,0.040999999999999995,13.82,0.057999999999999996,,,,,,,,,17.293,,,,,,,,,,,,,,,,,0.01373,,AAA-222-111-000-0-0,70.0,21.628798529999997,14.74707321,13.8157437,17.577626950000003,18.932649809999997,14.008684200000001
424254,229107655,,,,12532182+0058246,752-301-6-0332-0178,STAR,gri,,193.340955,0.9735030000000001,5.0,4.0,-2.0,4.0,,,,,,,21.955,0.14800000000000002,19.294,0.011000000000000001,17.84,0.006,16.604,0.004,15.925999999999998,0.006,14.675,0.038,13.885,0.038,13.814,0.059000000000000004,,,,,,,,,17.410999999999998,,,,,,,,,,,,,,,,,0.01006,,AAA-222-111-000-0-0,144.2,21.91235566,14.66772662,13.8108814,17.817012899999998,19.260771820000002,13.8803724
431238,229114639,,,456-052044,12281988+0109324,756-301-6-0476-0054,STAR,gri,,187.082841,1.159037,-5.2,3.0,-6.3,3.4,,,16.985,0.096,15.392000000000001,0.02,,,16.1,0.07,15.011,0.08,14.795,0.36,,,12.992,0.024,12.222000000000001,0.023,12.126,0.024,,,,,,,,,15.187000000000001,,,,,,,,,,,,,,,,,0.017,,AAA-222-111-000-0-0,85.4,,12.979709000000001,12.12073,14.972154999999999,16.043849,12.21418
442191,229125592,,,,12082753+0125173,1462-301-1-0379-0146,STAR,gri,,182.114714,1.421473,2.0,3.0,-3.0,3.0,,,,,,,20.477999999999998,0.062,17.895,0.006,16.588,0.004,16.012,0.005,15.687000000000001,0.006,14.538,0.037000000000000005,13.755999999999998,0.036000000000000004,13.648,0.042,,,,,,,,,16.577,,,,,,,,,,,,,,,,,0.02032,,AAA-222-111-000-0-0,17.1,20.391863519999998,14.52330864,13.641700799999999,16.5415688,17.82788304,13.746652799999998
442658,229126059,,,,12475406+0125562,6005-301-3-0173-0255,STAR,gri,,191.975286,1.432296,1.0,3.0,7.0,3.0,,,,,,,20.875,0.061,18.324,0.006999999999999999,16.92,0.005,16.285999999999998,0.005,15.943,0.006999999999999999,14.796,0.043,14.065,0.038,13.850999999999999,0.053,,,,,,,,,16.897000000000002,,,,,,,,,,,,,,,,,0.01256,,AAA-222-111-000-0-0,45.6,20.82175816,14.786919119999999,13.8471064,16.891300400000002,18.28251432,14.0592224
449547,229132948,,,,12270544+0135450,1458-301-1-0414-0127,STAR,gri,,186.772685,1.595853,-3.0,3.0,1.0,3.0,,,,,,,21.221,0.11699999999999999,18.714000000000002,0.009000000000000001,17.317,0.005,16.317999999999998,0.005,15.767000000000001,0.006,14.481,0.035,13.738,0.038,13.57,0.044000000000000004,,,,,,,,,17.037,,,,,,,,,,,,,,,,,0.01261,,AAA-222-111-000-0-0,58.1,21.16754621,14.47188297,13.5660909,17.28818615,18.672349170000004,13.732199399999999
450978,229134379,,,,12310894+0137405,1458-301-1-0421-0099,STAR,gri,,187.787251,1.627934,-5.0,3.0,-3.0,3.0,,,,,,,21.945999999999998,0.191,19.123,0.011000000000000001,17.775,0.006,16.698,0.005,16.225,0.008,14.942,0.043,14.208,0.038,13.979000000000001,0.069,,,,,,,,,17.425,,,,,,,,,,,,,,,,,0.01385,,AAA-222-111-000-0-0,27.2,21.88728985,14.93198645,13.974706500000002,17.74335275,19.07725345,14.201629
452868,229136269,,,459-050278,12384127+0140224,1462-301-2-0429-0285,STAR,gri,,189.671973,1.6728919999999998,-4.5,2.1,2.8,2.2,,,17.532,0.24,15.874,0.02,,,16.705,0.063,15.319,0.06,14.880999999999998,0.21,,,13.137,0.028999999999999998,12.312000000000001,0.026000000000000002,12.123,0.027000000000000003,,,,,,,,,15.427999999999999,,,,,,,,,,,,,,,,,0.01551,,AAA-222-111-000-0-0,45.4,,13.12578627,12.1181919,15.28355965,16.653770469999998,12.3048654
453185,229136586,,,,12010213+0140494,1462-301-2-0366-0245,STAR,gri,,180.258881,1.6804139999999999,-9.0,3.0,0.0,3.0,,,,,,,21.26,0.12300000000000001,18.636,0.008,17.215999999999998,0.005,16.389,0.004,15.937999999999999,0.006999999999999999,14.795,0.044000000000000004,14.052,0.045,13.867,0.057999999999999996,,,,,,,,,17.063,,,,,,,,,,,,,,,,,0.01164,,AAA-222-111-000-0-0,58.6,21.210658040000002,14.78658428,13.863391600000002,17.189402599999998,18.59755308,14.0466456
456538,229139939,,,,12202399+0145299,1462-301-2-0399-0092,STAR,gri,,185.099988,1.758316,2.0,3.0,1.0,3.0,,,,,,,20.86,0.087,18.212,0.006999999999999999,17.003,0.005,16.414,0.005,16.041,0.006999999999999999,14.855,0.042,14.09,0.036000000000000004,13.89,0.063,,,,,,,,,16.953,,,,,,,,,,,,,,,,,0.01668,,AAA-222-111-000-0-0,21.6,20.789293479999998,14.84294036,13.8848292,16.9648862,18.15690596,14.0823272
456838,229140239,,,,12231307+0145534,1462-301-2-0403-0190,STAR,gri,,185.804471,1.7648439999999999,-7.0,3.0,6.0,3.0,,,,,,,20.919,0.095,18.217,0.006999999999999999,16.89,0.005,16.311,0.005,15.987,0.006999999999999999,14.879000000000001,0.038,14.139000000000001,0.040999999999999995,13.963,0.06,,,,,,,,,16.883,,,,,,,,,,,,,,,,,0.0105,,AAA-222-111-000-0-0,35.8,20.8744905,14.871408500000001,13.959745,16.866007500000002,18.182318499999997,14.134170000000001
458529,229141930,,,,12404373+0148217,1462-301-2-0433-0064,STAR,gri,,190.182218,1.806038,8.0,3.0,-2.0,3.0,,,,,,,21.333000000000002,0.131,18.72,0.009000000000000001,17.297,0.005,16.409000000000002,0.005,15.914000000000001,0.006999999999999999,14.742,0.043,13.995999999999999,0.028999999999999998,13.761,0.051,,,,,,,,,17.102,,,,,,,,,,,,,,,,,0.01514,,AAA-222-111-000-0-0,44.1,21.26882154,14.731053780000002,13.756306599999998,17.262405100000002,18.66999258,13.9890356
461950,229145351,,,,12303559+0153149,1458-301-2-0420-0070,STAR,gri,,187.648318,1.8874900000000001,5.0,3.0,-2.0,3.0,,,,,,,21.048000000000002,0.1,18.511,0.008,17.086,0.005,16.333,0.005,15.915,0.006999999999999999,14.772,0.038,13.995,0.039,13.812000000000001,0.049,,,,,,,,,16.986,,,,,,,,,,,,,,,,,0.01703,,AAA-222-111-000-0-0,46.0,20.975809830000003,14.75968731,13.806720700000001,17.04708645,18.45474991,13.987166199999999
462277,229145678,,,,12243115+0153437,1458-301-2-0409-0151,STAR,gri,,186.129796,1.895498,-1.0,3.0,-6.0,3.0,,,,,,,21.145,0.111,18.678,0.009000000000000001,17.222,0.005,16.409000000000002,0.005,15.968,0.006999999999999999,14.853,0.043,14.073,0.039,13.879000000000001,0.067,,,,,,,,,17.09,,,,,,,,,,,,,,,,,0.01088,,AAA-222-111-000-0-0,57.3,21.09887968,14.84513376,13.875627200000002,17.197139200000002,18.64206336,14.0679952
481416,229164817,,,,12450562+0223428,6121-301-4-0178-0190,STAR,gri,,191.27343100000002,2.395236,0.0,3.0,-3.0,3.0,,,,,,,21.629,0.14800000000000002,18.778,0.009000000000000001,17.397000000000002,0.006,16.574,0.006,16.122,0.008,14.765,0.05,14.024000000000001,0.047,13.807,0.059000000000000004,,,,,,,,,17.235,,,,,,,,,,,,,,,,,0.00936,,AAA-222-111-000-0-0,35.2,21.58932296,14.75823272,13.8040984,17.3756124,18.747083919999998,14.0196944
487087,229170488,,,,12160738+0233062,1462-301-4-0392-0107,STAR,gri,,184.03079,2.55174,3.0,3.0,-1.0,3.0,,,,,,,21.205,0.11199999999999999,18.558,0.008,17.226,0.005,16.45,0.005,15.975999999999999,0.008,14.827,0.038,14.039000000000001,0.032,13.882,0.06,,,,,,,,,17.082,,,,,,,,,,,,,,,,,0.01647,,AAA-222-111-000-0-0,31.1,21.13518367,14.81509219,13.8768943,17.18836605,18.50359959,14.0314238
489444,229172845,,,,12323302+0237018,1462-301-4-0419-0216,STAR,gri,,188.13759,2.617191,-8.0,3.0,1.0,3.0,,,,,,,20.555999999999997,0.066,17.832,0.006,16.617,0.004,16.15,0.004,15.889000000000001,0.006999999999999999,14.909,0.044000000000000004,14.120999999999999,0.035,13.888,0.064,,,,,,,,,16.655,,,,,,,,,,,,,,,,,0.02168,,AAA-222-111-000-0-0,47.6,20.464098479999997,14.89332536,13.8812792,16.5674612,17.760390960000002,14.111027199999999
500600,229184001,,,465-048619,12494223+0257053,,STAR,JHK,,192.425971,2.9514709999999997,-3.0,4.2,-2.9,4.3,,,,,,,,,,,,,,,,,13.344000000000001,0.022000000000000002,12.565,0.022000000000000002,12.344000000000001,0.03,,,,,,,,,15.696,,,,,,,,,,,,,,,,,0.01586,,AAA-222-111-000-0-0,26.1,,13.332533220000002,12.339083400000002,,,12.557704399999999
500689,229184090,,,,12060184+0257147,1462-301-5-0375-0106,STAR,gri,,181.507677,2.954086,-9.0,4.0,1.0,4.0,,,,,,,21.982,0.19399999999999998,19.367,0.012,17.977,0.006999999999999999,16.761,0.005,16.155,0.006999999999999999,14.774000000000001,0.037000000000000005,13.994000000000002,0.043,13.935,0.059000000000000004,,,,,,,,,17.543,,,,,,,,,,,,,,,,,0.02823,,AAA-222-111-000-0-0,11.8,21.86233303,14.753589710000002,13.9262487,17.91249445,19.27375631,13.981014200000002
510113,229193514,,,467-047060,12464258+0315352,6121-301-3-0184-0221,STAR,gri,,191.677436,3.259747,-0.8,3.0,1.4,3.3,,,16.948,0.12,15.526,0.03,,,16.238,0.06,15.026,0.05,14.527999999999999,0.05,,,13.057,0.023,12.308,0.024,12.134,0.026000000000000002,,,,,,,,,15.040999999999999,,,,,,,,,,,,,,,,,0.01564,,AAA-222-111-000-0-0,34.5,,13.04569228,12.1291516,14.9902626,16.18634108,12.3008056
515593,229198994,,,468-046983,12133162+0327104,1462-301-6-0387-0090,STAR,JHK,,183.381792,3.452956,-4.4,4.0,1.2,4.5,,,,,16.749000000000002,0.11,,,,,,,,,,,14.18,0.036000000000000004,13.287,0.032,13.112,0.035,,,,,,,,,16.713,,,,,,,,,,,,,,,,,0.01595,,AAA-222-111-000-0-0,78.1,,14.168468149999999,13.1070555,,,13.279663000000001
